latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,datetime,area_km2
34.09825,-118.5286,367,0.51,0.66,2025/1/9,2001,N21,VIIRS,h,2.0NRT,332.23,62.54,D,2025/1/9 20:01,0.3366
34.0998,-118.52299,367,0.51,0.66,2025/1/9,2001,N21,VIIRS,h,2.0NRT,315.43,97.81,D,2025/1/9 20:01,0.3366
34.09223,-118.52702,328.8,0.51,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,300.62,62.54,D,2025/1/9 20:01,0.3366
34.09386,-118.52114,352.58,0.51,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,321.77,97.81,D,2025/1/9 20:01,0.3366
34.08778,-118.51979,346.9,0.51,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,312.65,35.35,D,2025/1/9 20:01,0.3366
34.08947,-118.51366,330.7,0.51,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,295.45,35.35,D,2025/1/9 20:01,0.3366
34.08791,-118.58953,367,0.52,0.67,2025/1/9,2001,N21,VIIRS,h,2.0NRT,294.85,40.03,D,2025/1/9 20:01,0.3484
34.10574,-118.52482,343.11,0.51,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,295.44,49.87,D,2025/1/9 20:01,0.3366
34.1019,-118.5388,351.98,0.52,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,324.1,123.11,D,2025/1/9 20:01,0.3432
34.09234,-118.57348,350.23,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,291.59,38.06,D,2025/1/9 20:01,0.3484
34.08939,-118.5842,338.08,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,302.74,40.03,D,2025/1/9 20:01,0.3484
34.08625,-118.59557,345.15,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,289.04,15.84,D,2025/1/9 20:01,0.3484
34.10312,-118.53436,367,0.52,0.66,2025/1/9,2001,N21,VIIRS,h,2.0NRT,336.41,275.51,D,2025/1/9 20:01,0.3432
34.06622,-118.64459,340.63,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,293.56,5.6,D,2025/1/9 20:01,0.3484
34.0755,-118.61103,350.83,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,295.71,13.56,D,2025/1/9 20:01,0.3484
34.08023,-118.59391,326.89,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,287.83,9.57,D,2025/1/9 20:01,0.3484
34.08191,-118.58784,339.57,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,290.68,33.06,D,2025/1/9 20:01,0.3484
34.08344,-118.58231,342.72,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,297.9,33.06,D,2025/1/9 20:01,0.3484
34.0876,-118.56721,348.49,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,294.96,18.97,D,2025/1/9 20:01,0.3484
34.08968,-118.55968,355.58,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,298.67,18.97,D,2025/1/9 20:01,0.3484
34.09322,-118.54684,344.97,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,303.47,18.82,D,2025/1/9 20:01,0.3484
34.09451,-118.5422,348.66,0.52,0.67,2025/1/9,2001,N21,VIIRS,n,2.0NRT,304.28,13.48,D,2025/1/9 20:01,0.3484
34.09569,-118.53792,335.36,0.52,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,300.53,13.48,D,2025/1/9 20:01,0.3432
34.09692,-118.53345,352.9,0.52,0.66,2025/1/9,2001,N21,VIIRS,n,2.0NRT,310.36,62.54,D,2025/1/9 20:01,0.3432
34.09081,-118.57904,367,0.52,0.67,2025/1/9,2001,N21,VIIRS,h,2.0NRT,297.68,38.06,D,2025/1/9 20:01,0.3484
34.094,-118.56744,367,0.52,0.67,2025/1/9,2001,N21,VIIRS,h,2.0NRT,293.07,198.99,D,2025/1/9 20:01,0.3484
34.10061,-118.5435,367,0.52,0.67,2025/1/9,2001,N21,VIIRS,h,2.0NRT,356.6,123.11,D,2025/1/9 20:01,0.3484
34.10528,-118.55135,207.38,0.41,0.61,2025/1/9,2142,N21,VIIRS,l,2.0NRT,318.56,264.17,D,2025/1/9 21:42,0.2501
34.10557,-118.54664,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,l,2.0NRT,369.29,264.17,D,2025/1/9 21:42,0.2501
34.10616,-118.53654,207.38,0.41,0.61,2025/1/9,2142,N21,VIIRS,l,2.0NRT,308.8,270.55,D,2025/1/9 21:42,0.2501
34.10648,-118.53113,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,l,2.0NRT,372.35,867.27,D,2025/1/9 21:42,0.2501
34.10677,-118.52631,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,l,2.0NRT,372.82,867.27,D,2025/1/9 21:42,0.2501
34.10501,-118.55579,348.31,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,304.11,47.66,D,2025/1/9 21:42,0.2501
34.10749,-118.51414,332.12,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,292.55,9.38,D,2025/1/9 21:42,0.2501
34.10585,-118.54176,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,341.38,270.55,D,2025/1/9 21:42,0.2501
34.10702,-118.52205,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,315.46,215.66,D,2025/1/9 21:42,0.2501
34.10726,-118.51801,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,293.75,215.66,D,2025/1/9 21:42,0.2501
34.09922,-118.55898,344.72,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,302.47,45.11,D,2025/1/9 21:42,0.2501
34.09971,-118.55079,355.04,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,328.58,29.31,D,2025/1/9 21:42,0.2501
34.10061,-118.53546,342.45,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,310.98,25.06,D,2025/1/9 21:42,0.2501
34.10224,-118.5079,335.46,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,290.6,6.61,D,2025/1/9 21:42,0.2501
34.09946,-118.55505,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,356.13,45.11,D,2025/1/9 21:42,0.2501
34.09998,-118.54611,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,316.78,29.31,D,2025/1/9 21:42,0.2501
34.10028,-118.54096,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,306.25,25.06,D,2025/1/9 21:42,0.2501
34.10093,-118.53,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,338.34,89.19,D,2025/1/9 21:42,0.2501
34.10145,-118.52121,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,297.22,17.32,D,2025/1/9 21:42,0.2501
34.10168,-118.51725,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,292.04,17.32,D,2025/1/9 21:42,0.2501
34.10191,-118.51338,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,290.65,6.61,D,2025/1/9 21:42,0.2501
34.09195,-118.58703,339.71,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,295.81,8.9,D,2025/1/9 21:42,0.2501
34.09415,-118.54983,335.8,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,300.22,29.31,D,2025/1/9 21:42,0.2501
34.09444,-118.54504,336.2,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,298.16,29.31,D,2025/1/9 21:42,0.2501
34.09476,-118.53945,329.94,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,293.73,25.06,D,2025/1/9 21:42,0.2501
34.09509,-118.53389,328.38,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,297.01,25.06,D,2025/1/9 21:42,0.2501
34.09539,-118.52881,330.54,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,297.1,89.19,D,2025/1/9 21:42,0.2501
34.09564,-118.52448,337.17,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,296.16,89.19,D,2025/1/9 21:42,0.2501
34.09588,-118.52039,338.53,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,291.12,17.32,D,2025/1/9 21:42,0.2501
34.09611,-118.51646,331.78,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,290.74,17.32,D,2025/1/9 21:42,0.2501
34.09636,-118.51229,332.67,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,290.59,6.61,D,2025/1/9 21:42,0.2501
34.09667,-118.50691,334.23,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,287.32,6.61,D,2025/1/9 21:42,0.2501
34.09221,-118.58264,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,302.48,15.43,D,2025/1/9 21:42,0.2501
34.09368,-118.55779,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,299.38,45.11,D,2025/1/9 21:42,0.2501
34.09391,-118.55402,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,317.29,45.11,D,2025/1/9 21:42,0.2501
34.08541,-118.6031,327.18,0.41,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,292.87,46.94,D,2025/1/9 21:42,0.246
34.0864,-118.58632,353.74,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,307.36,31.25,D,2025/1/9 21:42,0.2501
34.08698,-118.57635,335.31,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,299.43,15.62,D,2025/1/9 21:42,0.2501
34.08726,-118.57166,335.9,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,298.66,5.86,D,2025/1/9 21:42,0.2501
34.08952,-118.53313,325.74,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,293.19,2.89,D,2025/1/9 21:42,0.2501
34.08982,-118.52784,334.53,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,295.2,2.22,D,2025/1/9 21:42,0.2501
34.09008,-118.5234,328.19,0.41,0.61,2025/1/9,2142,N21,VIIRS,n,2.0NRT,295.22,2.22,D,2025/1/9 21:42,0.2501
34.08567,-118.59876,367,0.41,0.6,2025/1/9,2142,N21,VIIRS,h,2.0NRT,344.24,70.95,D,2025/1/9 21:42,0.246
34.08591,-118.59465,367,0.41,0.6,2025/1/9,2142,N21,VIIRS,h,2.0NRT,302.78,70.95,D,2025/1/9 21:42,0.246
34.08614,-118.59064,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,316.14,31.25,D,2025/1/9 21:42,0.2501
34.08669,-118.5814,367,0.41,0.61,2025/1/9,2142,N21,VIIRS,h,2.0NRT,312.75,15.62,D,2025/1/9 21:42,0.2501
34.07534,-118.679,327.55,0.4,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,299.04,6.37,D,2025/1/9 21:42,0.24
34.07572,-118.67272,325.8,0.4,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,298.27,4.56,D,2025/1/9 21:42,0.24
34.0801,-118.59816,335.87,0.41,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,294.66,70.95,D,2025/1/9 21:42,0.246
34.07553,-118.67583,367,0.4,0.6,2025/1/9,2142,N21,VIIRS,h,2.0NRT,302.1,6.37,D,2025/1/9 21:42,0.24
34.06955,-118.68285,346.59,0.4,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,297.73,28.42,D,2025/1/9 21:42,0.24
34.07382,-118.61012,331.27,0.41,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,296.55,2.73,D,2025/1/9 21:42,0.246
34.06977,-118.67912,367,0.4,0.6,2025/1/9,2142,N21,VIIRS,h,2.0NRT,315.64,23.29,D,2025/1/9 21:42,0.24
34.06419,-118.67932,342.38,0.4,0.6,2025/1/9,2142,N21,VIIRS,n,2.0NRT,301.6,23.29,D,2025/1/9 21:42,0.24
34.11607,-118.52724,326.73,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,296.52,33.53,N,2025/1/10 10:04,0.2268
34.11492,-118.52154,319.82,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,283.79,14.94,N,2025/1/10 10:04,0.2268
34.1134,-118.53381,334.82,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,299.43,128.08,N,2025/1/10 10:04,0.2226
34.11112,-118.52251,320.97,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.41,9.72,N,2025/1/10 10:04,0.2268
34.10965,-118.535,327.04,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,324.5,128.08,N,2025/1/10 10:04,0.2226
34.10847,-118.52914,325.9,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,295.52,128.08,N,2025/1/10 10:04,0.2268
34.10732,-118.52347,309.34,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,288.08,9.72,N,2025/1/10 10:04,0.2268
34.10711,-118.54218,344.63,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,293.14,20.08,N,2025/1/10 10:04,0.2226
34.10593,-118.53635,345.44,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,300.53,11.55,N,2025/1/10 10:04,0.2226
34.10468,-118.53019,302.14,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,288.46,11.55,N,2025/1/10 10:04,0.2268
34.10352,-118.52442,308.31,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,289,1.91,N,2025/1/10 10:04,0.2268
34.10569,-118.55494,336.57,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,303.77,42,N,2025/1/10 10:04,0.2226
34.10456,-118.5493,328.89,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,294.32,20.08,N,2025/1/10 10:04,0.2226
34.10339,-118.54353,322.06,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.55,20.08,N,2025/1/10 10:04,0.2226
34.09972,-118.52541,298.29,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.41,1.91,N,2025/1/10 10:04,0.2268
34.0986,-118.51989,317.67,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,288.99,1.91,N,2025/1/10 10:04,0.2268
34.10303,-118.5615,321.96,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,289.07,1.7,N,2025/1/10 10:04,0.2226
34.09479,-118.52081,321.17,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,289.25,4.04,N,2025/1/10 10:04,0.2268
34.10192,-118.55602,306.77,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,289.51,1.7,N,2025/1/10 10:04,0.2226
34.09921,-118.56229,303.42,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,284.82,1.7,N,2025/1/10 10:04,0.2226
34.09811,-118.55691,296.22,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.66,1.7,N,2025/1/10 10:04,0.2226
34.09429,-118.55772,300.95,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.63,1.08,N,2025/1/10 10:04,0.2226
34.10316,-118.55634,337.08,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,295.53,10.18,N,2025/1/10 10:04,0.2226
34.09624,-118.52107,329.3,0.54,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,292.12,5.29,N,2025/1/10 10:04,0.2268
34.10424,-118.56184,307.45,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.38,1.73,N,2025/1/10 10:04,0.2226
34.10205,-118.5507,313.67,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.91,10.18,N,2025/1/10 10:04,0.2226
34.10043,-118.56268,314.71,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.78,1.73,N,2025/1/10 10:04,0.2226
34.09554,-118.55808,297.46,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,284.23,1.02,N,2025/1/10 10:04,0.2226
34.08965,-118.58874,297.84,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.35,0.83,N,2025/1/10 10:04,0.2226
34.08851,-118.58298,301.09,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.01,1.25,N,2025/1/10 10:04,0.2226
34.08802,-118.60062,324.33,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,296.71,27.35,N,2025/1/10 10:04,0.2226
34.08695,-118.59524,301.76,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.05,3.25,N,2025/1/10 10:04,0.2226
34.08587,-118.58976,306.29,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,287.58,3.25,N,2025/1/10 10:04,0.2226
34.08427,-118.6018,295.32,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,284.13,27.35,N,2025/1/10 10:04,0.2226
34.08314,-118.5961,304.58,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.97,3.25,N,2025/1/10 10:04,0.2226
34.08387,-118.64011,298.79,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,284.12,0.85,N,2025/1/10 10:04,0.2226
34.07568,-118.59861,303.33,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.91,1.53,N,2025/1/10 10:04,0.2226
34.07805,-118.67082,321.38,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,286.25,3.15,N,2025/1/10 10:04,0.2226
34.079,-118.67559,301.59,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,285.57,1.43,N,2025/1/10 10:04,0.2226
34.07622,-118.6815,300.21,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,284.01,1.43,N,2025/1/10 10:04,0.2226
34.07524,-118.6766,308.94,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,287.02,1.43,N,2025/1/10 10:04,0.2226
34.0725,-118.68278,343.77,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,290.94,16.28,N,2025/1/10 10:04,0.2226
34.06877,-118.68398,336.34,0.53,0.42,2025/1/10,1004,N21,VIIRS,n,2.0NRT,301.3,16.28,N,2025/1/10 10:04,0.2226
34.07962,-118.67985,329.38,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,299.04,5,D,2025/1/10 21:25,0.1978
34.10587,-118.5379,348.44,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,299.93,8.92,D,2025/1/10 21:25,0.2024
34.10539,-118.54298,352.07,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,307.7,12.56,D,2025/1/10 21:25,0.2024
34.10492,-118.54792,336.05,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,305.43,12.56,D,2025/1/10 21:25,0.2024
34.1036,-118.56188,335.56,0.44,0.46,2025/1/10,2125,N21,VIIRS,l,2.0NRT,305.96,7.59,D,2025/1/10 21:25,0.2024
34.11013,-118.53804,342.01,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,308.13,106.96,D,2025/1/10 21:25,0.2024
34.10872,-118.55302,351.08,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,318.2,145.48,D,2025/1/10 21:25,0.2024
34.11526,-118.52923,367,0.44,0.46,2025/1/10,2125,N21,VIIRS,h,2.0NRT,342.6,242.71,D,2025/1/10 21:25,0.2024
34.11482,-118.53382,367,0.44,0.46,2025/1/10,2125,N21,VIIRS,h,2.0NRT,335.28,106.96,D,2025/1/10 21:25,0.2024
34.11614,-118.51989,327.67,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,294.98,18.91,D,2025/1/10 21:25,0.2024
34.11438,-118.53849,367,0.44,0.46,2025/1/10,2125,N21,VIIRS,l,2.0NRT,337.64,106.96,D,2025/1/10 21:25,0.2024
34.11903,-118.53463,367,0.44,0.46,2025/1/10,2125,N21,VIIRS,h,2.0NRT,358.69,217.97,D,2025/1/10 21:25,0.2024
34.11992,-118.52534,340.76,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,299.16,50.8,D,2025/1/10 21:25,0.2024
34.11947,-118.53004,346.16,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,313.42,50.8,D,2025/1/10 21:25,0.2024
34.11859,-118.53923,337.41,0.44,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,298.07,217.97,D,2025/1/10 21:25,0.2024
34.07432,-118.5971,344.44,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,304.23,5.25,D,2025/1/10 21:25,0.1978
34.0747,-118.6781,336.74,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,303.81,9.08,D,2025/1/10 21:25,0.1978
34.0743,-118.68219,331.24,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,301,3.45,D,2025/1/10 21:25,0.1978
34.08835,-118.58498,335.2,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,306.25,5.1,D,2025/1/10 21:25,0.1978
34.08788,-118.58969,353.12,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,309.85,24.53,D,2025/1/10 21:25,0.1978
34.08698,-118.59853,342.47,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,306.17,6.27,D,2025/1/10 21:25,0.1978
34.0793,-118.67467,355.14,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,301.63,9.08,D,2025/1/10 21:25,0.1978
34.07892,-118.67843,352.54,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,308.61,9.08,D,2025/1/10 21:25,0.1978
34.08842,-118.58669,342.07,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,305.98,13.26,D,2025/1/10 21:25,0.1978
34.08799,-118.59123,343.11,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,306.99,13.26,D,2025/1/10 21:25,0.1978
34.08715,-118.60014,347.14,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,302.85,6.94,D,2025/1/10 21:25,0.1978
34.08036,-118.67226,336.99,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,297.12,8.38,D,2025/1/10 21:25,0.1978
34.07999,-118.67604,353.28,0.43,0.46,2025/1/10,2125,N21,VIIRS,n,2.0NRT,302.02,8.38,D,2025/1/10 21:25,0.1978
34.10634,-118.50524,318.68,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.01,26.51,N,2025/1/11 9:45,0.1404
34.10505,-118.5184,331.15,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,285.67,31.49,N,2025/1/11 9:45,0.1404
34.10439,-118.51429,329.69,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,316.67,31.49,N,2025/1/11 9:45,0.1404
34.10373,-118.51016,338.13,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,310.46,52.91,N,2025/1/11 9:45,0.1404
34.11034,-118.55141,305.02,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,288.89,0.92,N,2025/1/11 9:45,0.1404
34.10968,-118.54729,309.6,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,287.49,0.92,N,2025/1/11 9:45,0.1404
34.10902,-118.54315,313.59,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,290.21,1.03,N,2025/1/11 9:45,0.1404
34.10836,-118.53902,302.37,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,287,1.03,N,2025/1/11 9:45,0.1404
34.10306,-118.506,301.03,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,281.39,52.91,N,2025/1/11 9:45,0.1404
34.10112,-118.51504,333.81,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,296.55,31.49,N,2025/1/11 9:45,0.1404
34.10707,-118.55219,296.82,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,286.52,0.92,N,2025/1/11 9:45,0.1404
34.10641,-118.54807,301.27,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,287.49,0.92,N,2025/1/11 9:45,0.1404
34.10575,-118.54393,298.46,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,286.29,1.03,N,2025/1/11 9:45,0.1404
34.09718,-118.51167,298.26,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,282.38,0.8,N,2025/1/11 9:45,0.1404
34.13521,-118.53706,299.53,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,281.34,0.42,N,2025/1/11 9:45,0.1404
34.13258,-118.52058,295.13,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,281.67,0.7,N,2025/1/11 9:45,0.1404
34.13194,-118.53785,301.67,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,282.15,0.42,N,2025/1/11 9:45,0.1404
34.13128,-118.53374,296.15,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.3,0.42,N,2025/1/11 9:45,0.1404
34.13062,-118.52962,300.57,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.28,0.67,N,2025/1/11 9:45,0.1404
34.12996,-118.52551,299.37,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.63,0.67,N,2025/1/11 9:45,0.1404
34.1293,-118.52138,296.62,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.79,0.7,N,2025/1/11 9:45,0.1404
34.12867,-118.53861,337.72,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,293.98,47.79,N,2025/1/11 9:45,0.1404
34.12669,-118.52625,320.08,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,285.38,54.13,N,2025/1/11 9:45,0.1404
34.12603,-118.52213,345.34,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,318.44,37.54,N,2025/1/11 9:45,0.1404
34.12537,-118.51801,341.9,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,290.4,37.54,N,2025/1/11 9:45,0.1404
34.12471,-118.51389,321.55,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,285.95,6.77,N,2025/1/11 9:45,0.1404
34.12933,-118.54272,308.99,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,282.31,12.68,N,2025/1/11 9:45,0.1404
34.12801,-118.53451,304.47,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.81,47.79,N,2025/1/11 9:45,0.1404
34.12735,-118.53038,305.04,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,283.88,54.13,N,2025/1/11 9:45,0.1404
34.12605,-118.54346,336.67,0.39,0.36,2025/1/11,945,N21,VIIRS,n,2.0NRT,285.28,12.68,N,2025/1/11 9:45,0.1404
