latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,datetime,area_km2
34.08618,-118.51153,306.1,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.66,1.69,N,2025/1/8 9:02,0.2052
34.08644,-118.5154,308.67,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.87,1.69,N,2025/1/8 9:02,0.2052
34.08671,-118.51946,310.54,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.04,3.42,N,2025/1/8 9:02,0.2052
34.08697,-118.52332,312.09,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.11,3.42,N,2025/1/8 9:02,0.2052
34.08722,-118.52706,316.31,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.52,37.52,N,2025/1/8 9:02,0.2052
34.08789,-118.53695,319.16,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.97,47.07,N,2025/1/8 9:02,0.2052
34.08811,-118.5403,318.41,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.71,37.71,N,2025/1/8 9:02,0.2052
34.08834,-118.54374,314.57,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.68,37.71,N,2025/1/8 9:02,0.2052
34.08859,-118.5474,307.22,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.19,7.53,N,2025/1/8 9:02,0.2052
34.08886,-118.55138,301.15,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,281.91,7.53,N,2025/1/8 9:02,0.2052
34.08915,-118.55582,295.99,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.28,1.06,N,2025/1/8 9:02,0.2052
34.08746,-118.53052,325.55,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.87,37.52,N,2025/1/8 9:02,0.2052
34.08767,-118.53377,323.5,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.19,47.07,N,2025/1/8 9:02,0.2052
34.09163,-118.51396,297.64,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,281.92,1.37,N,2025/1/8 9:02,0.2052
34.09191,-118.51811,298.63,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.58,0.98,N,2025/1/8 9:02,0.2052
34.09219,-118.52228,299.7,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.83,0.98,N,2025/1/8 9:02,0.2052
34.09294,-118.53334,312.86,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.97,1.55,N,2025/1/8 9:02,0.2052
34.09316,-118.53665,307.76,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.64,1.55,N,2025/1/8 9:02,0.2052
34.09338,-118.5399,310.06,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.29,1.03,N,2025/1/8 9:02,0.2052
34.0936,-118.54315,300.93,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.01,1.03,N,2025/1/8 9:02,0.2052
34.09383,-118.54655,297.87,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,281.95,0.99,N,2025/1/8 9:02,0.2052
34.09246,-118.52627,324.71,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.73,2.21,N,2025/1/8 9:02,0.2052
34.09271,-118.52998,339.68,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.46,2.21,N,2025/1/8 9:02,0.2052
34.06954,-118.49969,305.26,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.35,1.59,N,2025/1/8 9:02,0.1995
34.06436,-118.50349,334.07,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.86,5.06,N,2025/1/8 9:02,0.1995
34.06462,-118.50713,367,0.35,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,303.4,13.12,N,2025/1/8 9:02,0.1995
34.06489,-118.5108,353.9,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,298.85,13.12,N,2025/1/8 9:02,0.1995
34.06515,-118.51443,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,296.2,9.33,N,2025/1/8 9:02,0.2052
34.06541,-118.51799,345.29,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.48,9.33,N,2025/1/8 9:02,0.2052
34.06593,-118.52512,330.32,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.7,4,N,2025/1/8 9:02,0.2052
34.02702,-118.65066,296.95,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.54,1.38,N,2025/1/8 9:02,0.2052
34.02729,-118.65458,296.51,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.64,1.15,N,2025/1/8 9:02,0.2052
34.02756,-118.6585,297.96,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.39,1.15,N,2025/1/8 9:02,0.2088
34.02783,-118.66242,298.24,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.16,1.06,N,2025/1/8 9:02,0.2088
34.0281,-118.66635,296.85,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,281.91,1.06,N,2025/1/8 9:02,0.2088
34.02837,-118.67027,295.34,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.11,0.81,N,2025/1/8 9:02,0.2088
34.02449,-118.53745,297.77,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.97,0.96,N,2025/1/8 9:02,0.2052
34.02476,-118.54129,298.24,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.76,0.96,N,2025/1/8 9:02,0.2052
34.0315,-118.63839,303.88,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.26,1.49,N,2025/1/8 9:02,0.2052
34.03177,-118.64231,308.09,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.62,1.49,N,2025/1/8 9:02,0.2052
34.03204,-118.6462,309.81,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.4,1.38,N,2025/1/8 9:02,0.2052
34.03231,-118.65005,311.1,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.24,1.38,N,2025/1/8 9:02,0.2052
34.03258,-118.65401,311.7,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.59,1.15,N,2025/1/8 9:02,0.2052
34.03285,-118.65794,312.91,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.52,1.15,N,2025/1/8 9:02,0.2088
34.03312,-118.66186,312.22,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.11,1.06,N,2025/1/8 9:02,0.2088
34.03339,-118.66579,306.84,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.75,1.06,N,2025/1/8 9:02,0.2088
34.03366,-118.66972,302.06,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.54,0.81,N,2025/1/8 9:02,0.2088
34.03392,-118.67357,297.34,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.51,0.81,N,2025/1/8 9:02,0.2088
34.02836,-118.51718,301.42,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.2,1.68,N,2025/1/8 9:02,0.1995
34.02864,-118.52116,304.75,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.66,6.64,N,2025/1/8 9:02,0.2052
34.02892,-118.52511,312.89,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.48,6.64,N,2025/1/8 9:02,0.2052
34.02919,-118.52908,312.9,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.34,21.06,N,2025/1/8 9:02,0.2052
34.03029,-118.54465,306.33,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.57,2.15,N,2025/1/8 9:02,0.2052
34.03056,-118.54851,304.31,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.81,2.15,N,2025/1/8 9:02,0.2052
34.03083,-118.55238,303.56,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.29,1.69,N,2025/1/8 9:02,0.2052
34.0311,-118.55625,302.25,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.96,1.69,N,2025/1/8 9:02,0.2052
34.03137,-118.56012,301.27,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.37,1.71,N,2025/1/8 9:02,0.2052
34.03164,-118.564,300.03,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.99,1.71,N,2025/1/8 9:02,0.2052
34.03191,-118.56786,299.24,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.21,1.79,N,2025/1/8 9:02,0.2052
34.0346,-118.60637,314.96,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.47,6.05,N,2025/1/8 9:02,0.2052
34.03916,-118.67219,309.54,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.96,4.56,N,2025/1/8 9:02,0.2088
34.03946,-118.67653,301.98,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.86,1.1,N,2025/1/8 9:02,0.2088
34.03486,-118.61021,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,289.22,6.05,N,2025/1/8 9:02,0.2052
34.03621,-118.62951,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,292.76,13.06,N,2025/1/8 9:02,0.2052
34.03648,-118.63342,332.19,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.53,13.06,N,2025/1/8 9:02,0.2052
34.03757,-118.6492,346.89,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,294.82,56.7,N,2025/1/8 9:02,0.2052
34.03785,-118.65316,354.54,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,296.59,63.52,N,2025/1/8 9:02,0.2052
34.03812,-118.65709,353.89,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,297.81,63.52,N,2025/1/8 9:02,0.2088
34.03837,-118.66074,367,0.36,0.58,2025/1/8,902,N21,VIIRS,h,2.0NRT,295.72,130.84,N,2025/1/8 9:02,0.2088
34.03892,-118.66866,321.8,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.81,4.56,N,2025/1/8 9:02,0.2088
34.03275,-118.50455,299.86,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.32,0.97,N,2025/1/8 9:02,0.1995
34.03303,-118.50856,303.4,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.62,0.97,N,2025/1/8 9:02,0.1995
34.0333,-118.51241,307.76,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.56,1.68,N,2025/1/8 9:02,0.1995
34.03358,-118.51632,315.71,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.68,1.68,N,2025/1/8 9:02,0.1995
34.0358,-118.54782,319.61,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.87,2.15,N,2025/1/8 9:02,0.2052
34.03608,-118.5517,317.31,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.32,1.69,N,2025/1/8 9:02,0.2052
34.03635,-118.55558,317.39,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.39,1.69,N,2025/1/8 9:02,0.2052
34.0369,-118.56339,318.74,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.14,1.71,N,2025/1/8 9:02,0.2052
34.03717,-118.56724,316.2,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.88,1.79,N,2025/1/8 9:02,0.2052
34.03744,-118.57113,313.04,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.48,1.79,N,2025/1/8 9:02,0.2052
34.03825,-118.58257,312.78,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.7,6.84,N,2025/1/8 9:02,0.2052
34.03926,-118.59715,315.18,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.7,3.35,N,2025/1/8 9:02,0.2052
34.03956,-118.60139,305.93,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.44,3.35,N,2025/1/8 9:02,0.2052
34.04437,-118.67041,317.29,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.29,4.56,N,2025/1/8 9:02,0.2088
34.04469,-118.67497,304.91,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.13,1.1,N,2025/1/8 9:02,0.2088
34.04501,-118.67966,299.53,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.92,1.1,N,2025/1/8 9:02,0.2088
34.03385,-118.52017,327.74,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.84,6.64,N,2025/1/8 9:02,0.2052
34.03412,-118.52402,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,291.16,6.64,N,2025/1/8 9:02,0.2052
34.0344,-118.52792,355.45,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,314.63,21.06,N,2025/1/8 9:02,0.2052
34.03469,-118.53195,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,304.4,21.06,N,2025/1/8 9:02,0.2052
34.03553,-118.54395,325.75,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.04,2.15,N,2025/1/8 9:02,0.2052
34.03662,-118.55946,325.21,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.37,1.71,N,2025/1/8 9:02,0.2052
34.03771,-118.57494,320.7,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.85,3.92,N,2025/1/8 9:02,0.2052
34.03798,-118.57877,336.11,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.29,3.92,N,2025/1/8 9:02,0.2052
34.03848,-118.58601,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,287.22,6.84,N,2025/1/8 9:02,0.2052
34.03876,-118.59003,351.44,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,288.45,9.71,N,2025/1/8 9:02,0.2052
34.03903,-118.59384,345.18,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,288.2,9.71,N,2025/1/8 9:02,0.2052
34.03981,-118.6049,326.49,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.98,6.05,N,2025/1/8 9:02,0.2052
34.04007,-118.60872,321.77,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.72,6.05,N,2025/1/8 9:02,0.2052
34.04032,-118.61224,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,289.78,34.61,N,2025/1/8 9:02,0.2052
34.04057,-118.61594,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,298.09,34.61,N,2025/1/8 9:02,0.2052
34.04084,-118.61974,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,297.62,29.9,N,2025/1/8 9:02,0.2052
34.04111,-118.62354,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,297.4,29.9,N,2025/1/8 9:02,0.2052
34.04138,-118.62743,336.07,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,287.29,13.06,N,2025/1/8 9:02,0.2052
34.04165,-118.63141,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,291.17,13.06,N,2025/1/8 9:02,0.2052
34.04196,-118.63581,353.89,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,296.08,74.17,N,2025/1/8 9:02,0.2052
34.04223,-118.6397,353.67,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,300.66,74.17,N,2025/1/8 9:02,0.2052
34.0425,-118.64355,353.58,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,305.49,56.7,N,2025/1/8 9:02,0.2052
34.04277,-118.64737,349.05,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,306.22,56.7,N,2025/1/8 9:02,0.2052
34.04306,-118.65164,343.45,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,306.18,63.52,N,2025/1/8 9:02,0.2052
34.04336,-118.65585,326.19,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,314.43,63.52,N,2025/1/8 9:02,0.2088
34.04384,-118.66282,367,0.36,0.58,2025/1/8,902,N21,VIIRS,h,2.0NRT,293.49,130.84,N,2025/1/8 9:02,0.2088
34.04412,-118.66687,335.47,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.09,4.56,N,2025/1/8 9:02,0.2088
34.0377,-118.49992,300.92,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.54,0.69,N,2025/1/8 9:02,0.1995
34.03798,-118.50381,305.03,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.72,1.37,N,2025/1/8 9:02,0.1995
34.03826,-118.50784,310.62,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.78,1.37,N,2025/1/8 9:02,0.1995
34.0437,-118.58475,309.87,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.71,5.57,N,2025/1/8 9:02,0.2052
34.04397,-118.5886,305.73,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.28,1.61,N,2025/1/8 9:02,0.2052
34.04546,-118.6098,302.79,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.51,1.05,N,2025/1/8 9:02,0.2052
34.04571,-118.61345,306.44,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.05,1.05,N,2025/1/8 9:02,0.2052
34.04597,-118.61716,317.99,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.86,6.7,N,2025/1/8 9:02,0.2052
34.0493,-118.66476,312.83,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.73,1.43,N,2025/1/8 9:02,0.2088
34.04955,-118.66833,301.22,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.15,1.43,N,2025/1/8 9:02,0.2088
34.03854,-118.5117,320.39,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.04,22.43,N,2025/1/8 9:02,0.1995
34.03881,-118.51554,339.45,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.67,22.43,N,2025/1/8 9:02,0.1995
34.03934,-118.52306,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,341.18,704.57,N,2025/1/8 9:02,0.2052
34.03991,-118.53102,348.21,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,343.38,223.49,N,2025/1/8 9:02,0.2052
34.04018,-118.53491,325.56,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,313.03,65.55,N,2025/1/8 9:02,0.2052
34.04047,-118.53899,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,295.34,65.55,N,2025/1/8 9:02,0.2052
34.04075,-118.54289,348.05,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,294.02,76.53,N,2025/1/8 9:02,0.2052
34.04129,-118.5506,347.22,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,288.8,18.47,N,2025/1/8 9:02,0.2052
34.04156,-118.55441,346.25,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.49,18.47,N,2025/1/8 9:02,0.2052
34.04183,-118.55827,347.54,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.29,11.3,N,2025/1/8 9:02,0.2052
34.0421,-118.56204,351.35,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,291.75,11.3,N,2025/1/8 9:02,0.2052
34.04238,-118.56602,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,292.85,17.38,N,2025/1/8 9:02,0.2052
34.04265,-118.56983,344.03,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,296.18,17.38,N,2025/1/8 9:02,0.2052
34.04293,-118.57375,321.58,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,312.64,35.24,N,2025/1/8 9:02,0.2052
34.04321,-118.57771,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,308.09,35.24,N,2025/1/8 9:02,0.2052
34.04347,-118.58147,326.34,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.86,5.57,N,2025/1/8 9:02,0.2052
34.04624,-118.621,354.91,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,291.07,6.7,N,2025/1/8 9:02,0.2052
34.04652,-118.62496,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,289.13,6.95,N,2025/1/8 9:02,0.2052
34.04681,-118.62912,322.03,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.25,6.95,N,2025/1/8 9:02,0.2052
34.04715,-118.6339,330.67,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,289.08,11.02,N,2025/1/8 9:02,0.2052
34.04745,-118.63824,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,300.2,11.02,N,2025/1/8 9:02,0.2052
34.04771,-118.64197,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,308.22,68.52,N,2025/1/8 9:02,0.2052
34.04797,-118.64558,352.29,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,305.26,68.52,N,2025/1/8 9:02,0.2052
34.04825,-118.64964,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,303.06,39.41,N,2025/1/8 9:02,0.2052
34.04855,-118.65384,367,0.36,0.58,2025/1/8,902,N21,VIIRS,h,2.0NRT,298.83,39.41,N,2025/1/8 9:02,0.2088
34.0488,-118.65753,350.8,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,287.67,13.38,N,2025/1/8 9:02,0.2088
34.04905,-118.66113,327.55,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.76,13.38,N,2025/1/8 9:02,0.2088
34.04266,-118.49541,300.05,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.62,0.69,N,2025/1/8 9:02,0.1995
34.04293,-118.49924,303.42,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.42,0.69,N,2025/1/8 9:02,0.1995
34.04321,-118.50315,308.93,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.35,1.37,N,2025/1/8 9:02,0.1995
34.0435,-118.50712,317.64,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.03,1.37,N,2025/1/8 9:02,0.1995
34.04757,-118.56444,318.33,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.32,17.38,N,2025/1/8 9:02,0.2052
34.0484,-118.57621,316.75,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.31,35.24,N,2025/1/8 9:02,0.2052
34.04868,-118.58015,309.54,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.46,5.57,N,2025/1/8 9:02,0.2052
34.04891,-118.58347,309.36,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.03,5.57,N,2025/1/8 9:02,0.2052
34.04916,-118.58694,306.27,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.98,1.61,N,2025/1/8 9:02,0.2052
34.04939,-118.59024,303.11,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.12,1.61,N,2025/1/8 9:02,0.2052
34.04963,-118.59363,303.78,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.41,1.94,N,2025/1/8 9:02,0.2052
34.04987,-118.59704,303.58,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.22,1.94,N,2025/1/8 9:02,0.2052
34.05037,-118.60414,303.23,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.64,3.59,N,2025/1/8 9:02,0.2052
34.05062,-118.60768,303.82,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.13,1.05,N,2025/1/8 9:02,0.2052
34.05087,-118.61127,303.34,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.78,1.05,N,2025/1/8 9:02,0.2052
34.05114,-118.61504,304.89,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,284.45,6.7,N,2025/1/8 9:02,0.2052
34.05141,-118.61894,314.49,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.51,6.7,N,2025/1/8 9:02,0.2052
34.0545,-118.66294,312.66,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,283.58,1.43,N,2025/1/8 9:02,0.2088
34.05474,-118.6664,300.13,0.36,0.58,2025/1/8,902,N21,VIIRS,n,2.0NRT,282.74,1.43,N,2025/1/8 9:02,0.2088
34.04377,-118.51094,333.88,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.36,22.43,N,2025/1/8 9:02,0.1995
34.04404,-118.51481,333.99,0.35,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,291.57,22.43,N,2025/1/8 9:02,0.1995
34.04486,-118.52621,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,332.67,223.49,N,2025/1/8 9:02,0.2052
34.04514,-118.53014,344.91,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,316.17,223.49,N,2025/1/8 9:02,0.2052
34.04541,-118.53401,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,297.56,65.55,N,2025/1/8 9:02,0.2052
34.04569,-118.5379,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,288.81,65.55,N,2025/1/8 9:02,0.2052
34.04596,-118.54169,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,321.93,76.53,N,2025/1/8 9:02,0.2052
34.04623,-118.54552,337.22,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,300.36,76.53,N,2025/1/8 9:02,0.2052
34.0465,-118.54939,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,296.61,18.47,N,2025/1/8 9:02,0.2052
34.04677,-118.55322,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,286.6,18.47,N,2025/1/8 9:02,0.2052
34.04705,-118.55706,353.09,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,287.74,11.3,N,2025/1/8 9:02,0.2052
34.0473,-118.56066,343.52,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,285.98,11.3,N,2025/1/8 9:02,0.2052
34.04784,-118.56828,334.12,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,286.31,17.38,N,2025/1/8 9:02,0.2052
34.04812,-118.5722,367,0.36,0.57,2025/1/8,902,N21,VIIRS,h,2.0NRT,290.2,35.24,N,2025/1/8 9:02,0.2052
34.0517,-118.62306,329.62,0.36,0.57,2025/1/8,902,N21,VIIRS,n,2.0NRT,288.77,6.95,N,2025/1/8 9:02,0.2052
