time,pm10 ( ¦Ìg/m3),pm2_5 ( ¦Ìg/m3),carbon_monoxide ( ¦Ìg/m3),carbon_dioxide (ppm),nitrogen_dioxide ( ¦Ìg/m3),sulphur_dioxide ( ¦Ìg/m3),ozone ( ¦Ìg/m3,dust ( ¦Ìg/m3),uv_index ()
2025-01-26T01:00,18.7,14.3,268,453,18.8,6.3,68,0,0
2025-01-26T02:00,17,13.7,270,454,27.9,6.5,56,0,0
2025-01-26T03:00,18.2,14.6,269,456,35.4,6.7,47,0,0
2025-01-26T04:00,18.3,15.1,263,457,39.9,6.7,42,0,0
2025-01-26T05:00,17.6,14.5,255,459,42.8,6.7,38,0,0
2025-01-26T06:00,18.5,15,247,461,43.8,6.5,37,0,0
2025-01-26T07:00,19.3,15.5,243,465,41.8,6,39,0,0
2025-01-26T08:00,20.4,16.4,240,470,37.9,5.4,42,0,0
2025-01-26T09:00,23.6,18.8,235,473,35.3,5.2,45,0,0
2025-01-26T10:00,24.1,19.3,222,472,34.9,5.7,46,0,0
2025-01-26T11:00,24.4,19.4,207,470,35.7,6.5,47,0,0
2025-01-26T12:00,16,13,199,468,33.3,8.5,37,0,0
2025-01-26T13:00,16.1,13.2,205,467,39.6,8.9,31,0,0
2025-01-26T14:00,14.4,11.8,219,467,48,9.4,23,0,0
2025-01-26T15:00,17.2,14.7,229,466,52.8,10.1,20,0,0
2025-01-26T16:00,20.3,18.2,233,464,51.1,11.2,25,0,0.2
2025-01-26T17:00,20.7,18.3,233,462,45.9,12.4,36,0,0.5
2025-01-26T18:00,19.4,15.9,229,459,39.8,12.9,46,0,0.8
2025-01-26T19:00,19.2,15.1,214,456,32.8,12,56,0,1.2
2025-01-26T20:00,18.6,14.3,194,452,25,10.4,67,1,1.1
2025-01-26T21:00,17.5,13.4,185,450,19.4,9.1,75,1,0.95
2025-01-26T22:00,19.4,14.6,194,451,15.6,8.6,80,1,1.05
2025-01-26T23:00,16,12.3,214,453,14,8.5,82,1,0.65
2025-01-27T00:00,14.7,11.7,234,456,20.6,7.5,76,0,0.1
2025-01-27T01:00,14.9,12.3,256,459,31.9,8,63,0,0
2025-01-27T02:00,17.9,15.6,279,463,47.5,8.7,44,0,0
2025-01-27T03:00,18.7,16.4,289,466,58.8,9.1,30,0,0
2025-01-27T04:00,19,16.6,276,466,61.7,9,25,0,0
2025-01-27T05:00,18.2,15.8,249,465,60.3,8.7,25,0,0
2025-01-27T06:00,17.5,15.1,228,465,58.4,8.4,25,0,0
2025-01-27T07:00,17.3,15.4,220,466,57.6,8.4,23,0,0
2025-01-27T08:00,17.2,15.8,217,468,56.2,8.5,21,0,0
2025-01-27T09:00,15.7,14.3,212,471,53.1,8.5,21,0,0
2025-01-27T10:00,13.6,12.3,197,474,45.8,8.1,26,0,0
2025-01-27T11:00,10.9,9.8,180,478,36.9,7.6,32,0,0
2025-01-27T12:00,11,9.9,184,483,35.2,7.3,33,0,0
2025-01-27T13:00,10,8.9,231,491,40.4,7.7,26,0,0
2025-01-27T14:00,10.4,9.4,299,499,47.3,8.2,17,0,0
2025-01-27T15:00,12.7,11.9,341,502,50.3,9,14,0,0
2025-01-27T16:00,16.1,15.3,330,493,45.9,10.2,23,0,0.3
2025-01-27T17:00,15.5,14.2,294,478,37.5,11.7,38,1,0.95
2025-01-27T18:00,14.8,12.6,260,466,30.1,12.5,52,2,1.7
2025-01-27T19:00,15.5,11.5,237,460,25.1,12.1,62,4,2.25
2025-01-27T20:00,16.1,11.1,217,457,21.1,11,70,6,2.3
2025-01-27T21:00,17,11.4,210,456,18.5,10.3,76,8,1.95
2025-01-27T22:00,18,11.8,212,456,15.9,10.4,82,9,1.5
2025-01-27T23:00,18.5,12,226,458,14.7,10.9,86,10,0.9
2025-01-28T00:00,11.9,8.2,275,466,17,8.8,86,6,0.3
2025-01-28T01:00,17.9,14.3,394,484,37.8,9.4,61,5,0
2025-01-28T02:00,24.5,21.5,549,507,66.2,10.2,25,4,0
2025-01-28T03:00,27,24.6,652,528,86.4,10.8,0,3,0
2025-01-28T04:00,26.8,24.9,665,545,90,10.8,0,3,0
2025-01-28T05:00,27.2,25.4,627,559,85.3,10.5,0,3,0
2025-01-28T06:00,28,26.1,572,564,81.2,10.4,0,3,0
2025-01-28T07:00,27.9,26,501,556,80.9,10.7,0,3,0
2025-01-28T08:00,30,28.1,414,539,81.3,11.1,0,2,0
2025-01-28T09:00,31.8,30.3,338,523,81,11.2,0,2,0
2025-01-28T10:00,29.8,28.6,278,510,79.7,10.8,0,2,0
2025-01-28T11:00,27.2,26.1,230,497,77.9,10.1,0,1,0
2025-01-28T12:00,16.1,15.5,213,490,58.9,6.3,7,1,0
2025-01-28T13:00,15.8,14.9,250,492,57.8,6.7,5,1,0
2025-01-28T14:00,15,14.3,317,500,56.3,7.2,4,1,0
2025-01-28T15:00,17.1,16.5,363,503,54.6,8,5,1,0
2025-01-28T16:00,20.3,19.6,362,496,53,8.8,11,2,0.3
2025-01-28T17:00,23.7,23.1,339,486,51.4,9.9,20,2,0.85
2025-01-28T18:00,22.2,20.3,317,477,49,11.7,30,3,1.7
2025-01-28T19:00,20.6,16.9,302,473,44.8,15.2,44,4,2.4
2025-01-28T20:00,22.4,18.3,288,472,40,19.6,59,5,2.7
2025-01-28T21:00,23.5,19.7,281,471,37.5,22.7,68,5,2.4
2025-01-28T22:00,22.9,19.7,274,469,37.8,23.3,69,5,1.75
2025-01-28T23:00,22.2,19.6,273,468,40.5,22.7,64,4,0.9
2025-01-29T00:00,11.1,11,306,472,29.3,16.8,65,0,0.3
2025-01-29T01:00,13.6,13.6,408,487,45.3,17.8,46,0,0
2025-01-29T02:00,25.9,25.8,544,508,67.3,19.2,19,0,0
2025-01-29T03:00,39.9,39.6,634,524,83.4,20.6,0,0,0
2025-01-29T04:00,41.1,40.5,643,532,87.8,22,0,0,0
2025-01-29T05:00,40,39.5,606,536,86.3,23.4,0,0,0
2025-01-29T06:00,39.3,38.9,552,533,84.5,23.9,0,0,0
2025-01-29T07:00,36.9,36.3,477,520,84.9,23.1,0,0,0
2025-01-29T08:00,33.6,33.1,383,501,85.1,21.5,0,0,0
2025-01-29T09:00,29.9,29.2,310,488,83.2,20,0,0,0
2025-01-29T10:00,27.1,26.3,268,487,77.2,18.9,3,0,0
2025-01-29T11:00,25.1,24.1,245,493,69,17.9,8,1,0
2025-01-29T12:00,30.7,29.9,248,500,62.8,12.3,0,0,0
2025-01-29T13:00,27.9,27.1,295,509,60.9,11.9,0,0,0
2025-01-29T14:00,25.9,25,366,519,58.2,11.4,0,0,0
2025-01-29T15:00,27.1,26,410,522,56.1,11.9,1,1,0.05
2025-01-29T16:00,30,28.9,396,509,55.9,14.1,9,2,0.3
2025-01-29T17:00,33.5,32.2,353,489,56.2,17.3,21,3,0.95
2025-01-29T18:00,28.3,25.3,319,474,54.3,20.4,33,4,1.8
2025-01-29T19:00,27.5,24.2,308,470,47.8,23.4,47,4,2.6
2025-01-29T20:00,25.1,22.2,305,471,39.2,26.2,61,3,3
2025-01-29T21:00,22.5,19.9,302,472,33,27.7,72,3,2.75
2025-01-29T22:00,21.2,18.9,283,469,29.4,27.1,78,3,2
2025-01-29T23:00,20.7,18.4,263,465,28.3,25.2,80,2,1.05
2025-01-30T00:00,27,23.9,281,468,25.4,26.4,76,4,0.35
2025-01-30T01:00,27.3,23.8,369,481,43.7,23.7,54,3,0.05
2025-01-30T02:00,29.2,26.2,495,500,68.9,20,23,3,0
2025-01-30T03:00,36,32.6,601,520,87,18,1,2,0
2025-01-30T04:00,46.4,43,679,544,90.9,19.1,0,2,0
2025-01-30T05:00,56.2,52.6,737,569,87.6,21.9,0,2,0
2025-01-30T06:00,64.3,60.5,745,582,84.9,24.2,0,2,0
2025-01-30T07:00,68.7,64.5,672,573,86.1,25.4,0,2,0
2025-01-30T08:00,70.1,65.7,549,552,87.8,26.1,0,2,0
2025-01-30T09:00,63.1,58.9,441,533,87.1,26.7,0,2,0
2025-01-30T10:00,52.7,48.9,367,520,81.9,27.1,4,2,0
2025-01-30T11:00,43.8,40.4,308,508,74.3,27.4,9,2,0
2025-01-30T12:00,66.8,63.6,275,500,86.1,32.4,0,2,0
2025-01-30T13:00,56.1,53.2,284,497,85.2,34,0,2,0
2025-01-30T14:00,49.4,47.1,320,498,83.7,36.2,0,1,0
2025-01-30T15:00,46.4,45.1,341,495,79.8,37.8,2,1,0
2025-01-30T16:00,48,46.6,330,486,71.9,38.2,9,1,0.15
2025-01-30T17:00,45.5,43.3,305,473,61.6,38,19,2,0.4
2025-01-30T18:00,36.7,33.9,282,464,52.8,37.2,28,2,0.65
2025-01-30T19:00,32,29.6,266,460,46.6,35.7,37,2,0.95
2025-01-30T20:00,33.4,31,252,458,41.9,33.7,46,2,1.1
2025-01-30T21:00,29.2,27.1,246,458,38.8,32.1,53,2,1.1
2025-01-30T22:00,28.6,26.5,240,458,36,31.2,59,2,0.95
2025-01-30T23:00,28.1,26.1,243,459,34.9,30.7,63,2,0.6
2025-01-31T00:00,22.3,21.2,283,466,36.3,29.5,58,1,0.3
2025-01-31T01:00,24.4,23.5,398,483,51,28.1,41,1,0.05
2025-01-31T02:00,32.5,31.8,551,505,71.2,26.2,19,1,0
2025-01-31T03:00,36.3,35.6,658,524,85.9,24.8,2,1,0
2025-01-31T04:00,37.7,37,682,538,89.8,24.8,0,1,0
2025-01-31T05:00,43.4,42.6,660,549,88.3,25.3,0,1,0
2025-01-31T06:00,54.2,53.4,622,555,86,25.3,0,1,0
2025-01-31T07:00,62.6,61.9,571,554,84.5,24.2,0,1,0
2025-01-31T08:00,68.9,68.5,503,549,82.2,22.5,0,0,0
2025-01-31T09:00,71.7,71.5,439,544,80,20.6,0,0,0
2025-01-31T10:00,71.2,71,375,541,77.9,18.2,0,0,0
2025-01-31T11:00,66.8,66.6,315,538,75.8,15.6,0,0,0
2025-01-31T12:00,23.2,22.9,292,538,70.2,7.9,0,0,0
2025-01-31T13:00,24.4,24.2,335,543,71.1,8.9,0,0,0
2025-01-31T14:00,25.7,25.4,415,551,72.2,10.2,0,0,0
2025-01-31T15:00,30,29.8,475,553,71.5,11.8,2,0,0.05
2025-01-31T16:00,36.8,36.4,495,544,68.1,13.6,11,0,0.4
2025-01-31T17:00,42,41.8,495,528,62.9,15.5,23,1,1.1
2025-01-31T18:00,28.3,27.2,481,514,57.1,17.3,35,1,2.1
2025-01-31T19:00,25.1,23.3,446,503,50.4,19.2,47,1,2.95
2025-01-31T20:00,23.2,21.2,396,492,43.1,20.9,60,1,3.15
2025-01-31T21:00,21.2,19.2,357,484,37.1,21.7,69,1,2.85
2025-01-31T22:00,19.8,17.7,327,478,31.1,20.7,76,1,2.15
2025-01-31T23:00,19,16.8,307,474,26.4,18.8,80,1,1.15
2025-02-01T00:00,20.7,18.6,324,475,22,10,77,2,0.35
2025-02-01T01:00,18.3,16.4,403,484,34.3,9.3,60,2,0.05
2025-02-01T02:00,20.6,18.8,519,498,51.5,8.5,36,1,0
2025-02-01T03:00,25.4,23.9,625,516,65.4,8.7,17,1,0
2025-02-01T04:00,32,30.5,711,541,73.1,11,8,1,0
2025-02-01T05:00,41.9,40.3,787,570,77.6,14.3,3,1,0
2025-02-01T06:00,52.2,50.5,831,588,79.7,16.4,0,1,0
2025-02-01T07:00,57.9,56.6,826,588,78.7,16.1,0,1,0
2025-02-01T08:00,58.1,57,789,577,75.3,14.7,0,1,0
2025-02-01T09:00,55.9,55.1,752,568,72.1,13.1,0,1,0
2025-02-01T10:00,55.3,54.7,724,565,70.1,11.6,0,1,0
2025-02-01T11:00,51.9,51.5,696,563,68.3,10,0,1,0
2025-02-01T12:00,25,24.5,670,560,58.6,7.2,3,0,0
2025-02-01T13:00,24.4,23.9,646,556,58.6,7.5,2,0,0
2025-02-01T14:00,24.7,24.1,625,550,58.6,8,0,1,0
2025-02-01T15:00,28.1,27.5,606,544,58.9,9.1,2,1,0.05
2025-02-01T16:00,32.9,32.4,597,536,60.2,11,9,2,0.4
2025-02-01T17:00,35.9,35.2,592,527,61.9,13.4,20,3,1.3
2025-02-01T18:00,32.1,30.4,571,518,62.4,16.1,31,3,2.5
2025-02-01T19:00,29.1,27.2,517,509,60.3,19.5,42,3,3.55
2025-02-01T20:00,28.9,27.1,449,499,57,23.3,53,2,3.95
2025-02-01T21:00,29.2,27.5,401,493,55.4,25.8,60,2,3.55
2025-02-01T22:00,29,27.2,383,491,55.9,26.1,61,2,2.5
2025-02-01T23:00,28.2,26.4,385,492,58,25.2,58,2,1.3
2025-02-02T00:00,12.8,12.2,419,497,20,6,69,1,0.45
2025-02-02T01:00,12.7,12.5,511,508,33.9,5.9,51,1,0.05
2025-02-02T02:00,13.6,13.5,634,524,53.2,5.9,25,0,0
2025-02-02T03:00,17.7,17.6,719,537,68.1,6.9,6,0,0
2025-02-02T04:00,25.5,25.4,739,547,74.2,9.9,0,0,0
2025-02-02T05:00,34.9,34.8,722,554,75.9,13.9,0,0,0
2025-02-02T06:00,42.4,42.3,682,556,76.4,16.7,0,0,0
2025-02-02T07:00,45.8,45.6,613,550,76.1,17.2,0,0,0
2025-02-02T08:00,45.9,45.6,522,538,74.5,16.6,0,1,0
2025-02-02T09:00,46.3,45.9,446,530,73.9,16.2,0,1,0
2025-02-02T10:00,46,45.5,394,527,75.8,16.8,0,1,0
2025-02-02T11:00,43.8,43.3,357,527,78.7,17.6,0,1,0
2025-02-02T12:00,21.9,21.5,341,529,52.7,6.7,0,0,0
2025-02-02T13:00,21.1,20.4,357,535,50.7,7.1,0,0,0
2025-02-02T14:00,22.2,21.5,394,542,48.1,7.7,0,1,0
2025-02-02T15:00,28.6,28,429,545,46.8,9.3,1,1,0.05
2025-02-02T16:00,39.7,39.2,461,538,48,12.5,6,1,0.45
2025-02-02T17:00,38.4,38,490,527,50.6,16.5,14,2,1.35
2025-02-02T18:00,29.6,28.6,498,516,52.9,20,22,2,2.6
2025-02-02T19:00,26.5,25.6,465,507,54.6,22.6,30,2,3.65
2025-02-02T20:00,26,25.1,410,498,56.1,24.7,39,1,4.05
2025-02-02T21:00,25.3,24.4,372,492,56.8,25.6,45,1,3.6
2025-02-02T22:00,23.7,23,357,489,55.3,24.9,48,1,2.55
2025-02-02T23:00,21.5,20.9,359,489,53.1,23,50,1,1.35
2025-02-03T00:00,14.7,14.2,400,495,28.7,10.1,49,0,0.45
2025-02-03T01:00,13.9,13.6,512,511,40.2,9.8,35,0,0.05
2025-02-03T02:00,17.6,17.3,664,533,56.1,9.3,17,0,0
2025-02-03T03:00,20.2,19.8,781,553,67.8,9.2,3,0,0
2025-02-03T04:00,21.1,20.7,844,573,71.3,9.8,0,0,0
2025-02-03T05:00,22.8,22.5,873,591,70.7,10.6,0,0,0
2025-02-03T06:00,26.5,26.3,855,599,69.7,11,0,0,0
2025-02-03T07:00,30,29.7,765,590,69.5,10.5,0,0,0
2025-02-03T08:00,32.1,31.9,629,572,68.9,9.4,0,0,0
2025-02-03T09:00,31.8,31.4,509,555,68.3,8.6,0,0,0
2025-02-03T10:00,30.6,30.3,419,543,68,8.1,0,0,0
2025-02-03T11:00,29.7,29.4,345,533,67.7,7.8,0,0,0
2025-02-03T12:00,21.1,20.8,307,528,60,7.8,0,0,0
2025-02-03T13:00,18.8,18.7,327,531,59.4,7.7,0,0,0
2025-02-03T14:00,18.7,18.7,383,539,58.5,7.7,0,0,0
2025-02-03T15:00,24.6,24.5,431,543,57.3,8.4,1,0,0.05
2025-02-03T16:00,33.1,33.1,458,538,56.5,10.5,9,0,0.45
2025-02-03T17:00,33.5,33.5,477,529,55.4,13.2,20,0,1.4
2025-02-03T18:00,22.2,22,483,521,52,15.1,32,0,2.7
2025-02-03T19:00,17,16.7,472,516,44.1,15.5,45,0,3.8
2025-02-03T20:00,14.7,14.3,449,511,33.8,15.1,58,0,4.15
2025-02-03T21:00,12.6,12.2,417,505,25.4,14.1,67,0,3.8
2025-02-03T22:00,10.2,9.8,359,492,19.8,12.3,71,0,2.65
2025-02-03T23:00,8.6,8.1,293,477,16.1,9.9,72,0,1.3
2025-02-04T00:00,15.3,14.5,281,471,20.3,8.4,63,0,0.45
2025-02-04T01:00,15.6,14.8,372,480,30.2,8,50,0,0.05
2025-02-04T02:00,17.3,16.6,518,499,44,7.6,31,0,0
2025-02-04T03:00,19,18.2,633,518,55.3,7.4,16,0,0
2025-02-04T04:00,20.2,19.4,688,538,62.8,8,7,0,0
2025-02-04T05:00,22.1,21.4,712,559,67.9,8.8,1,0,0
2025-02-04T06:00,23.5,22.9,708,571,68.4,9.1,0,0,0
2025-02-04T07:00,18.4,17.6,666,567,60.3,8.2,8,0,0
2025-02-04T08:00,15.8,14.8,594,554,47.5,6.7,21,0,0
2025-02-04T09:00,16.1,15.2,524,541,39.6,5.7,28,0,0
2025-02-04T10:00,17.2,16.4,459,531,41.8,5.4,24,0,0
2025-02-04T11:00,18.5,17.5,394,521,48.8,5.5,15,0,0
2025-02-04T12:00,29.1,28.3,349,514,72.8,12.4,0,0,0
2025-02-04T13:00,31.8,30.9,337,511,74.1,14.1,0,0,0
2025-02-04T14:00,35.6,34.7,344,510,75.7,16.6,0,0,0
2025-02-04T15:00,44.4,43.4,345,506,75.2,19.2,1,0,0.05
2025-02-04T16:00,57.6,57.3,330,497,71.7,22.5,8,0,0.5
2025-02-04T17:00,39.9,39.5,309,486,66.1,25.9,19,0,1.45
2025-02-04T18:00,30.9,29.6,285,476,59.3,27.4,30,0,2.6
2025-02-04T19:00,25.3,23.7,257,470,50.3,25.4,44,0,3.75
2025-02-04T20:00,21.7,20.3,227,465,40.1,21.4,58,0,4.3
2025-02-04T21:00,19.7,17.9,205,462,32.5,18,68,0,3.7
2025-02-04T22:00,18.9,16.6,194,459,29.1,16.1,70,0,2.35
2025-02-04T23:00,18.7,15.9,191,457,28.2,14.8,67,0,1.2
2025-02-05T00:00,13,12.3,197,456,20.8,10.9,62,0,0.2
2025-02-05T01:00,12.8,12.1,220,458,23.1,10.9,58,0,0
2025-02-05T02:00,12.5,11.8,251,462,26.2,10.8,52,0,0
2025-02-05T03:00,12,11.4,269,465,29.2,10.8,47,0,0
2025-02-05T04:00,12,11.3,261,465,31.8,10.8,43,0,0
2025-02-05T05:00,13.4,12.2,240,463,34.2,10.7,39,0,0
2025-02-05T06:00,13,11.9,221,462,35.5,10.6,37,0,0
2025-02-05T07:00,12.9,11.9,211,461,34.9,10.2,36,0,0
2025-02-05T08:00,13.1,12,203,461,33.2,9.8,37,0,0
2025-02-05T09:00,13.4,12.4,195,460,32,9.5,37,0,0
2025-02-05T10:00,12.9,11.9,183,459,31.5,9.6,36,0,0
2025-02-05T11:00,13,11.9,172,458,31.6,9.9,35,0,0
2025-02-05T12:00,10.5,9.7,171,459,26,8.9,43,0,0
2025-02-05T13:00,11.1,10.2,186,462,31.5,9.4,36,0,0
2025-02-05T14:00,11.8,10.9,212,468,39.3,10.1,26,0,0
2025-02-05T15:00,13.7,13,243,473,45.8,11,19,0,0
2025-02-05T16:00,16.2,15.7,288,480,50.7,12.2,15,0,0.1
2025-02-05T17:00,17.6,17.2,339,486,54.3,13.6,13,0,0.25
2025-02-05T18:00,17.8,17.4,364,489,54.6,14.5,14,0,0.6
2025-02-05T19:00,16.1,15.1,340,483,49.2,14.6,22,0,1.1
2025-02-05T20:00,17.1,15.2,290,473,40.4,14.3,33,0,1.65
2025-02-05T21:00,14.7,12.9,254,466,33.5,13.7,42,0,1.7
2025-02-05T22:00,12.7,11,233,462,29.2,12.7,47,0,1.25
2025-02-05T23:00,12.8,11.1,227,461,26.7,11.5,50,0,0.7
2025-02-06T00:00,18.3,16.2,272,468,40.4,16.5,35,0,0.25
2025-02-06T01:00,23.3,20.6,418,491,49.8,17.3,25,0,0
2025-02-06T02:00,26.6,24.6,616,522,62.7,18.4,10,0,0
2025-02-06T03:00,30,27.9,759,547,72,19.7,0,0,0
2025-02-06T04:00,33.2,31,804,561,74.3,21.2,0,0,0
2025-02-06T05:00,35.7,33.6,795,569,73,22.8,0,0,0
2025-02-06T06:00,38.3,36.7,757,569,71.8,23.9,0,0,0
2025-02-06T07:00,39,37.8,688,560,71.8,24.2,0,0,0
2025-02-06T08:00,36,34.9,589,543,71.9,24.1,0,0,0
2025-02-06T09:00,29.9,28.3,493,526,71.6,23.5,0,0,0
2025-02-06T10:00,26.7,25,401,510,70.7,22.4,0,0,0
2025-02-06T11:00,25,23.5,312,494,69.5,20.9,0,0,0
2025-02-06T12:00,26.5,25.6,248,482,62.4,19.1,1,0,0
2025-02-06T13:00,25.4,24.7,228,476,63.4,18.6,0,0,0
2025-02-06T14:00,22.9,22.2,234,475,64.7,18,0,0,0
2025-02-06T15:00,25.1,24.6,238,472,64,17.6,1,0,0
2025-02-06T16:00,27.2,26.6,230,467,60.6,17.9,3,0,0.15
2025-02-06T17:00,22.2,21.7,221,461,55.2,18.3,7,0,0.4
2025-02-06T18:00,16.9,16.5,212,456,48.5,18.1,15,0,0.75
2025-02-06T19:00,14.1,13.7,202,453,39.1,16.4,30,0,3.05
2025-02-06T20:00,11.8,11.2,193,452,28.2,14,48,0,3.8
2025-02-06T21:00,11.5,10.1,189,451,20.8,12.1,61,0,3.4
2025-02-06T22:00,10.6,9.1,192,451,19,11.1,65,0,2.1
2025-02-06T23:00,10.9,9.3,200,452,20.5,10.6,64,0,0.55
2025-02-07T00:00,17.3,15,212,454,30.8,12.4,49,0,0.15
2025-02-07T01:00,17.9,15.1,234,457,34.4,11.6,44,0,0
2025-02-07T02:00,18.2,15.7,260,460,39.5,10.4,36,0,0
2025-02-07T03:00,14.7,12.9,275,463,43.6,9.3,30,0,0
2025-02-07T04:00,11.3,10.1,270,464,46.6,8.4,25,0,0
2025-02-07T05:00,9.1,8.1,254,464,48.6,7.7,21,0,0
2025-02-07T06:00,8.3,7.5,236,463,48.2,6.9,19,0,0
2025-02-07T07:00,8,7.2,218,460,43.6,6.1,20,0,0
2025-02-07T08:00,7.5,6.7,198,457,36.6,5.2,23,0,0
2025-02-07T09:00,7.1,6.3,182,454,30.7,4.6,25,0,0
2025-02-07T10:00,7.1,6.1,171,453,26.6,4.2,26,0,0
2025-02-07T11:00,7.1,6.1,165,452,23.6,3.9,26,0,0
2025-02-07T12:00,9.3,7.9,168,454,27.1,4.6,26,0,0
2025-02-07T13:00,9.3,7.8,187,459,32.6,5.5,19,0,0
2025-02-07T14:00,8.8,7.7,216,466,39.9,6.7,11,0,0
2025-02-07T15:00,10.7,9.8,236,470,44,8,7,0,0
2025-02-07T16:00,13,12.2,242,469,42.4,9.5,11,0,0.15
2025-02-07T17:00,8.7,8,240,466,37.5,11,21,0,0.65
2025-02-07T18:00,11.6,10.5,232,462,31.9,11.8,32,0,2.1
2025-02-07T19:00,12.9,10.8,215,457,25.5,11.4,47,0,3.25
2025-02-07T20:00,13.9,11.1,193,452,18.4,10.4,64,0,3.7
2025-02-07T21:00,13.2,10.4,180,449,13.4,9.4,77,0,3.55
2025-02-07T22:00,12.5,10,174,447,10.9,8.8,83,0,2.65
2025-02-07T23:00,11.4,9.2,176,448,10.5,8.4,85,0,1.45
2025-02-08T00:00,14.2,11.4,208,453,18.2,8.6,73,0,0.35
2025-02-08T01:00,13.3,10.9,287,465,31.6,8.8,56,0,0.05
2025-02-08T02:00,15,13.1,396,481,50.3,9.1,33,0,0
2025-02-08T03:00,18.2,16.8,497,500,65.3,9.9,15,0,0
2025-02-08T04:00,22.2,20.9,591,524,73.1,11.3,6,0,0
2025-02-08T05:00,28.6,27.3,678,551,77.3,13.1,2,0,0
2025-02-08T06:00,30.4,28.8,724,568,79.7,14.9,0,0,0
2025-02-08T07:00,32.5,30,707,568,80.3,16.7,0,0,0
2025-02-08T08:00,34,30.5,648,558,79,18.5,0,0,0
2025-02-08T09:00,36.2,32.6,581,547,77.4,19.5,0,0,0
2025-02-08T10:00,38,34.8,499,534,76.1,19.2,0,0,0
2025-02-08T11:00,38.3,35.6,409,519,74.6,18.2,0,0,0
2025-02-08T12:00,33.3,31.2,356,511,74.3,16.5,0,1,0
2025-02-08T13:00,31.7,29.8,382,517,72.2,15.7,0,1,0
2025-02-08T14:00,30.5,28.8,445,530,69.1,14.7,0,1,0
2025-02-08T15:00,31.4,30,471,532,64.6,14,4,1,0.05
2025-02-08T16:00,31.7,30.9,413,513,58.2,14.2,13,1,0.55
2025-02-08T17:00,27.1,25.7,319,483,50.6,14.8,26,2,1.65
2025-02-08T18:00,22.6,19.8,250,462,43,14.9,38,2,3.1
2025-02-08T19:00,20,17.1,239,457,35.5,14,50,2,4.35
2025-02-08T20:00,17.3,14.8,254,461,28.1,12.7,61,1,4.75
2025-02-08T21:00,15,12.7,266,464,22.6,11.2,69,1,4.3
2025-02-08T22:00,13.6,11.6,252,462,18.3,9.6,73,1,3.15
2025-02-08T23:00,13,11.1,236,460,15.9,8,73,1,1.7
2025-02-09T00:00,24,20.7,259,464,33.5,15.4,54,2,0.55
2025-02-09T01:00,23.1,19.8,365,479,43,13.2,41,2,0.05
2025-02-09T02:00,23.5,21.1,510,500,56.2,10.3,23,1,0
2025-02-09T03:00,22.6,21.1,606,517,65.9,8,9,1,0
2025-02-09T04:00,22.3,21.4,609,526,68.8,7.2,3,1,0
2025-02-09T05:00,23.2,22.6,563,531,68.4,7.1,1,1,0
2025-02-09T06:00,25.6,25.2,511,533,67.5,7.2,0,1,0
2025-02-09T07:00,27.3,27,466,530,67.6,7.5,0,1,0
2025-02-09T08:00,28.1,27.8,415,523,67.3,8,0,0,0
2025-02-09T09:00,26.2,26,367,516,65.5,8.3,0,0,0
2025-02-09T10:00,23.7,23.6,318,509,61.2,8.2,2,0,0
2025-02-09T11:00,20.9,20.8,272,501,55.5,7.8,4,0,0
2025-02-09T12:00,14.8,14.6,251,497,44.8,7,6,0,0
2025-02-09T13:00,13.2,13.1,272,500,42.1,6.9,5,0,0
2025-02-09T14:00,12.4,12.3,318,505,38.3,6.9,3,0,0
2025-02-09T15:00,13.8,13.7,355,508,35.5,7.2,4,0,0.05
2025-02-09T16:00,16.7,16.6,377,504,34.8,8.1,8,0,0.55
2025-02-09T17:00,20.1,20,391,497,35,9.3,15,0,1.55
2025-02-09T18:00,19.1,18.9,387,489,34.8,10.5,25,0,2.95
2025-02-09T19:00,17.5,17,346,480,33.3,11.9,40,0,4.1
2025-02-09T20:00,16.4,15.8,287,471,31.3,13.3,57,0,4.6
2025-02-09T21:00,15.8,15.4,255,466,30.1,14,69,0,4.15
2025-02-09T22:00,15.8,15.4,263,467,28.6,13.7,73,0,2.95
2025-02-09T23:00,15.5,15,297,473,27.7,12.7,71,1,1.6
2025-02-10T00:00,18.7,18.5,362,483,43.2,17,56,0,0.55
2025-02-10T01:00,19,18.8,477,497,52.9,14.9,41,0,0.05
2025-02-10T02:00,20.2,19.9,623,515,66.4,12.1,21,0,0
2025-02-10T03:00,20,19.7,744,535,76.5,10.2,6,0,0
2025-02-10T04:00,23.2,22.8,828,562,80.2,10.2,1,0,0
2025-02-10T05:00,24,23.6,888,590,80.5,11.2,0,0,0
2025-02-10T06:00,27.4,27.1,907,607,80.2,12.4,0,0,0
2025-02-10T07:00,31.8,31.4,869,603,79.6,13.5,0,0,0
2025-02-10T08:00,36.1,35.7,790,586,78.2,14.8,0,0,0
2025-02-10T09:00,38.9,38.4,701,569,77.8,15.9,0,0,0
2025-02-10T10:00,40.7,40.5,598,554,79.5,16.6,0,0,0
2025-02-10T11:00,40.9,40.7,486,538,82.1,17.1,0,0,0
2025-02-10T12:00,36.4,36.2,405,525,73.9,13.2,0,0,0
2025-02-10T13:00,36.8,36.8,385,519,73.3,13.8,0,0,0
2025-02-10T14:00,37.1,37.1,398,517,72.1,14.7,0,0,0
