time,pm10 ( ¦Ìg/m3),pm2_5 ( ¦Ìg/m3),carbon_monoxide ( ¦Ìg/m3),carbon_dioxide (ppm),nitrogen_dioxide ( ¦Ìg/m3),sulphur_dioxide ( ¦Ìg/m3),ozone ( ¦Ìg/m3,dust ( ¦Ìg/m3),uv_index ()
2025-02-26T04:00,23.5,21.8,751,548,83.1,7.9,0,3,0
2025-02-26T05:00,28.1,26.2,645,547,79.9,8.8,0,4,0
2025-02-26T06:00,32.7,30.4,546,544,77.4,9.7,0,4,0
2025-02-26T07:00,37.5,34.8,482,541,78.9,10.4,0,4,0
2025-02-26T08:00,38.6,35.6,425,537,81,10.9,2,5,0
2025-02-26T09:00,36.4,33.4,375,533,80.2,11,3,5,0
2025-02-26T10:00,33.2,30.3,325,528,73.6,10.3,5,5,0
2025-02-26T11:00,29.3,26.5,281,522,64,9.1,7,4,0
2025-02-26T12:00,24,21.4,265,519,51.7,8.5,9,5,0
2025-02-26T13:00,21.1,19.3,293,522,49.2,8.3,7,4,0
2025-02-26T14:00,19.6,18.2,349,527,45.7,8.1,5,3,0
2025-02-26T15:00,21.1,20.1,401,530,43.4,8.4,6,2,0.15
2025-02-26T16:00,24.9,24.2,447,529,43.5,9.4,12,2,0.85
2025-02-26T17:00,26.7,25.7,488,526,44.7,10.9,21,2,2.1
2025-02-26T18:00,25,23.1,500,520,45.5,12.4,32,3,3.7
2025-02-26T19:00,23.4,20.7,456,508,44.9,14,46,4,5
2025-02-26T20:00,23.1,20,381,493,43.9,15.6,62,4,5.45
2025-02-26T21:00,23.2,20,329,483,43.8,16.2,72,5,4.95
2025-02-26T22:00,23.1,19.7,304,478,44.5,15.2,74,5,3.65
2025-02-26T23:00,22.6,19,302,478,46.2,13.4,71,6,2.05
2025-02-27T00:00,31,27.4,359,488,47.8,14,72,6,0.8
2025-02-27T01:00,32.5,29.6,544,516,59,12.9,54,6,0.15
2025-02-27T02:00,34,31,788,554,74.2,11.3,30,6,0
2025-02-27T03:00,34.2,31,927,579,83.8,10,12,6,0
2025-02-27T04:00,33.8,30.3,864,582,82.5,9.4,8,6,0
2025-02-27T05:00,34,30.4,694,572,75.6,9.1,10,5,0
2025-02-27T06:00,34,30.5,542,560,69.8,8.9,12,5,0
2025-02-27T07:00,32.7,29.8,448,548,67.6,8.6,11,4,0
2025-02-27T08:00,30.7,28.5,371,534,66.5,8.4,10,4,0
2025-02-27T09:00,27.1,25.5,309,522,65,8.1,9,3,0
2025-02-27T10:00,23.3,22,257,512,62.3,7.6,9,3,0
2025-02-27T11:00,19.6,18.5,220,504,59.2,7.1,8,2,0
2025-02-27T12:00,17.3,15.9,209,499,55.5,6.8,15,2,0
2025-02-27T13:00,14.8,13.2,241,500,54.9,6.8,12,2,0
2025-02-27T14:00,13.4,11.8,299,505,54.1,6.9,9,3,0
2025-02-27T15:00,15.1,13.4,348,507,53,7.2,11,3,0.15
2025-02-27T16:00,18.5,16.6,380,505,51.8,7.9,21,4,0.8
2025-02-27T17:00,22.5,20.9,403,500,50.4,8.9,36,4,2
2025-02-27T18:00,23.2,19.6,401,493,48.1,9.8,51,5,3.4
2025-02-27T19:00,23.1,18.5,352,483,43.4,10.5,69,6,4.4
2025-02-27T20:00,23.5,17.6,278,471,37.8,11.3,87,7,4.75
2025-02-27T21:00,23.8,17.5,230,463,35.5,12,98,8,4.3
2025-02-27T22:00,25.3,19.2,215,459,37.7,13,97,8,3.2
2025-02-27T23:00,28.3,22.8,226,458,43.1,14,89,7,1.85
2025-02-28T00:00,24.2,20.3,292,467,46.8,13.9,86,6,0.8
2025-02-28T01:00,28.5,25.2,482,495,61.5,14.3,65,6,0.15
2025-02-28T02:00,36.7,32.8,728,533,81.6,14.9,37,7,0
2025-02-28T03:00,43.7,39.2,855,555,95.4,15.1,16,7,0
2025-02-28T04:00,39,34.6,750,547,97.1,14.8,11,7,0
2025-02-28T05:00,32.8,28.6,526,524,92.4,14.1,14,6,0
2025-02-28T06:00,32.2,28.3,346,504,87,13.1,17,5,0
2025-02-28T07:00,27.4,24.2,278,494,82.4,11.4,17,5,0
2025-02-28T08:00,26,22.6,255,486,77,9.3,16,4,0
2025-02-28T09:00,26.4,23,238,481,72.3,7.9,15,4,0
2025-02-28T10:00,25.1,22.2,207,476,68.6,7.7,14,4,0
2025-02-28T11:00,23.6,21.1,181,474,65.4,8.2,14,3,0
2025-02-28T12:00,18.2,16.4,180,475,62,7.7,10,3,0
2025-02-28T13:00,16.3,14.8,229,485,60.6,7.9,8,3,0
2025-02-28T14:00,15.3,14,302,499,58.6,8.2,5,2,0
2025-02-28T15:00,16.9,15.7,347,506,55.3,8.8,9,2,0.15
2025-02-28T16:00,20.5,19.5,332,498,50.5,10,25,2,0.8
2025-02-28T17:00,21.9,21,289,482,44.5,11.4,46,2,2
2025-02-28T18:00,18.7,15.9,256,469,38.2,12.3,65,2,3.45
2025-02-28T19:00,20.1,16.1,249,464,30.8,12,77,2,4.65
2025-02-28T20:00,20.3,15.9,251,463,23.1,11,86,3,5.05
2025-02-28T21:00,21.7,16.5,254,462,17.7,10.5,92,3,4.6
2025-02-28T22:00,23.4,17.3,249,460,15.5,10.9,98,4,3.4
2025-02-28T23:00,24.5,17.8,245,458,15.7,11.7,101,5,1.95
2025-03-01T00:00,20.1,15.5,257,458,20,12.3,88,3,0.8
2025-03-01T01:00,21,16.2,298,462,27.6,12.8,75,3,0.15
2025-03-01T02:00,21.6,17.8,354,469,38.1,13.6,57,2,0
2025-03-01T03:00,20.8,17.6,401,477,47.2,14.2,42,2,0
2025-03-01T04:00,20,17.1,432,488,53.4,14.6,32,2,0
2025-03-01T05:00,20.2,17.6,453,500,58.1,14.9,25,1,0
2025-03-01T06:00,21.3,18.7,462,509,60.6,15.3,21,1,0
2025-03-01T07:00,24.7,21.8,454,511,60,15.9,20,1,0
2025-03-01T08:00,24.4,21.1,434,510,57.2,16.7,21,1,0
2025-03-01T09:00,25.1,21.5,414,512,54.7,17.2,23,1,0
2025-03-01T10:00,26.3,22.2,402,522,52.5,17.3,25,1,0
2025-03-01T11:00,26.6,22.4,390,535,50.5,17.1,27,1,0
2025-03-01T12:00,22.8,20,371,538,53.6,14.4,26,1,0
2025-03-01T13:00,22.4,19.6,337,523,54.8,15,25,1,0
2025-03-01T14:00,23.2,20,296,498,56.1,16,25,1,0
2025-03-01T15:00,27,23.3,267,478,54.8,17,27,1,0.1
2025-03-01T16:00,27.5,23.7,260,471,48.8,18.4,34,2,0.55
2025-03-01T17:00,27.1,23.2,264,469,40.2,20,44,2,1.2
2025-03-01T18:00,24,20.4,265,467,32.3,20.6,55,3,2.05
2025-03-01T19:00,19.9,16.9,256,464,26,19.5,67,3,3.45
2025-03-01T20:00,17.8,15,244,462,20.6,17.4,80,2,4.65
2025-03-01T21:00,17.6,14.5,234,460,16.8,15.6,89,2,4.45
2025-03-01T22:00,17.5,14.1,225,457,14.8,14.4,93,2,3.2
2025-03-01T23:00,17.8,14,218,453,14.5,13.4,93,2,1.75
2025-03-02T00:00,26.6,20.5,218,451,16.3,13.5,88,5,0.55
2025-03-02T01:00,28.1,21.7,232,452,20.1,14.5,83,5,0.15
2025-03-02T02:00,28.4,22.2,254,456,25.4,15.8,76,4,0
2025-03-02T03:00,29.9,23.6,268,458,29.8,16.8,69,4,0
2025-03-02T04:00,31,24.6,266,458,32.7,17.4,64,4,0
2025-03-02T05:00,31,24.8,256,457,34.6,17.7,60,4,0
2025-03-02T06:00,32.2,25.9,248,457,35,17.5,57,4,0
2025-03-02T07:00,31.1,24.9,246,459,32.8,16.6,57,4,0
2025-03-02T08:00,30.9,24.6,245,461,29,15.2,60,4,0
2025-03-02T09:00,30,23.8,241,462,26,14.1,61,4,0
2025-03-02T10:00,29.7,23.6,226,460,24.3,13.7,60,4,0
2025-03-02T11:00,30.2,23.6,207,456,23.3,13.5,59,3,0
2025-03-02T12:00,28.8,22.2,205,456,22.2,11.9,64,4,0
2025-03-02T13:00,28.5,22.3,238,464,25.8,12.7,61,4,0
2025-03-02T14:00,29.2,22.6,286,476,30.3,13.6,57,4,0
2025-03-02T15:00,30.5,23.8,313,482,31.5,13.7,57,4,0.1
2025-03-02T16:00,27.5,20.8,297,476,26,12.3,65,3,0.65
2025-03-02T17:00,20.8,15.7,259,465,17.2,10,78,2,1.7
2025-03-02T18:00,13,10.1,224,455,10,7.8,88,1,3.55
2025-03-02T19:00,8.8,6.9,201,450,6.6,6,94,0,5
2025-03-02T20:00,6.4,5,181,448,4.8,4.4,97,0,5.65
2025-03-02T21:00,5.3,4.1,168,446,3.9,3.2,98,0,5.15
2025-03-02T22:00,4.7,3.6,161,445,3.4,2.7,97,0,3.75
2025-03-02T23:00,4.4,3.3,161,445,3.8,2.6,94,0,2.1
2025-03-03T00:00,3.1,2.5,174,447,5.6,3.1,90,0,0.75
2025-03-03T01:00,3.4,2.8,203,450,7.8,3.1,87,0,0.15
2025-03-03T02:00,3.9,3.4,244,456,11,3.2,82,0,0
2025-03-03T03:00,4.2,3.6,298,468,14.2,3.3,77,0,0
2025-03-03T04:00,4.3,3.7,385,494,17.9,3.7,71,0,0
2025-03-03T05:00,4.9,4.3,485,526,21.7,4.1,65,0,0
2025-03-03T06:00,6.1,5.5,532,544,23.6,4.4,60,0,0
2025-03-03T07:00,7,6.4,482,535,22.4,4.3,58,0,0
2025-03-03T08:00,6.4,5.7,380,513,19.3,4,59,0,0
2025-03-03T09:00,6.6,5.8,297,495,16.6,3.8,59,0,0
2025-03-03T10:00,6.3,5.5,259,488,14.5,3.7,59,0,0
2025-03-03T11:00,6.1,5.3,240,486,12.8,3.6,59,0,0
2025-03-03T12:00,8.5,7.4,235,485,24.3,4.7,43,0,0
2025-03-03T13:00,7.6,6.7,255,486,26.8,5.2,41,0,0
2025-03-03T14:00,7.7,6.9,289,487,30,5.9,38,0,0
2025-03-03T15:00,9.6,8.8,304,485,30.1,6.2,39,0,0.15
2025-03-03T16:00,7.4,6.6,277,475,24.4,5.8,48,1,0.75
2025-03-03T17:00,5.3,4.3,229,461,15.7,5,60,1,1.8
2025-03-03T18:00,5.4,3.7,193,450,8.9,4.3,71,2,2.8
2025-03-03T19:00,5.5,3.4,181,446,6,3.7,78,2,4.15
2025-03-03T20:00,5.1,3.2,180,447,5,3.2,83,2,4.4
2025-03-03T21:00,4.6,2.9,181,447,4.6,2.8,87,2,4.5
2025-03-03T22:00,4.5,2.8,182,447,3.6,2.7,91,2,3.5
2025-03-03T23:00,4.9,2.9,185,447,3.3,2.8,94,3,2.1
2025-03-04T00:00,7.4,4.1,192,448,6.1,3.1,90,5,0.85
2025-03-04T01:00,7.9,4.4,201,449,11.9,3.2,81,6,0.15
2025-03-04T02:00,9.7,5.9,215,452,20.2,3.4,68,7,0
2025-03-04T03:00,12.1,7.5,240,458,28,3.7,56,8,0
2025-03-04T04:00,13.8,8.6,294,472,34.2,4,46,8,0
2025-03-04T05:00,15.3,10.3,360,491,40,4.4,37,8,0
2025-03-04T06:00,16.3,11.6,396,501,46,4.9,28,8,0
2025-03-04T07:00,17.9,13.3,374,496,53,5.3,17,8,0
2025-03-04T08:00,21.5,16.5,321,484,60.2,5.8,7,8,0
2025-03-04T09:00,25.1,20.1,277,475,65.3,6.5,0,8,0
2025-03-04T10:00,25.7,20.7,252,473,67.2,7.8,0,8,0
2025-03-04T11:00,24.6,20.1,235,474,67,9.3,2,7,0
2025-03-04T12:00,20.2,18.2,234,476,69.4,10.2,0,3,0
2025-03-04T13:00,19.6,17,264,482,68.3,10.3,0,3,0
2025-03-04T14:00,19,16.4,309,488,66.3,10.4,1,3,0
2025-03-04T15:00,23.2,19.8,331,490,60.9,10.8,7,3,0.15
2025-03-04T16:00,20.9,16.9,305,480,48.8,11.5,22,3,0.65
2025-03-04T17:00,19.8,14.8,256,466,33.4,12.3,42,4,1.9
2025-03-04T18:00,20.5,14.9,222,455,22,13.2,59,4,3.8
2025-03-04T19:00,21.6,15.5,220,454,18.2,14.2,69,4,5.45
2025-03-04T20:00,21.7,15.9,232,457,18.5,15.2,75,5,6.05
2025-03-04T21:00,21.6,16.2,245,460,19.4,15.8,79,5,5.4
2025-03-04T22:00,21.4,16.3,255,462,19.2,15.8,82,5,4
2025-03-04T23:00,20.5,15.9,266,464,19.5,15.5,83,4,2.3
